X,Y,mw,fsp3,n_lipinski_hba,n_lipinski_hbd,n_rings,n_hetero_atoms,n_heavy_atoms,n_rotatable_bonds,n_radical_electrons,tpsa,qed,clogp,sas,n_aliphatic_carbocycles,n_aliphatic_heterocyles,n_aliphatic_rings,n_aromatic_carbocycles,n_aromatic_heterocyles,n_aromatic_rings,n_saturated_carbocycles,n_saturated_heterocyles,n_saturated_rings
CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1,229.0,615.0778804360008,0.23076923076923078,9,2,5,11,37,8,0,107.13,0.33123880519002113,3.940120000000002,7.6818850970191335,1,0,1,2,2,4,1,0,1
NCC1CCC(C(=O)O)CC1,2.3,157.11027872,0.875,3,3,1,3,11,3,0,63.32000000000001,0.6238523859342104,0.8361000000000001,5.123559818827448,1,0,1,0,0,0,1,0,1
O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,7.3,371.15128800400066,0.3684210526315789,6,0,4,7,26,5,0,45.78,0.6904010628546758,2.3617,7.920197587145577,0,1,1,1,2,3,0,1,1
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,4.3,253.10759335199998,0.0,7,6,3,7,19,4,0,129.62,0.5851791059173755,0.8334000000000001,6.593840926603819,0,0,0,1,2,3,0,0,0
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,2.7,342.0439017440003,0.11764705882352941,4,0,4,6,23,2,0,43.07,0.663488181826452,4.233520000000002,6.6614029892474855,0,1,1,2,1,3,0,0,0
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,9.6,290.1378904360005,0.2857142857142857,7,4,2,7,21,10,0,105.51,0.8533555071280713,1.2575999999999998,7.370836293487882,0,0,0,1,1,2,0,0,0
COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,17.0,369.1800895960006,0.2631578947368421,8,5,3,8,27,12,0,117.54,0.6069831028443925,2.740520000000001,7.737514047646434,0,0,0,2,1,3,0,0,0
CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,23.0,294.2095988320007,0.4,2,0,3,2,22,7,0,6.48,0.8366473557753504,4.121000000000003,7.7862684733297165,0,1,1,2,0,2,0,0,0
CS(=O)(=O)N(CCO)c1c(Cl)c(Cl)cc2[nH]c(=O)c(=O)[nH]c12,1.4,366.9796468120003,0.2727272727272727,8,3,2,11,22,6,0,123.32999999999998,0.6692731436768522,0.2814999999999999,6.441479694553842,0,0,0,1,1,2,0,0,0
COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1,3.5,387.2270397880008,0.5,8,1,3,8,28,10,0,71.74000000000001,0.7061199941406974,0.7168000000000008,7.163513372949262,0,1,1,1,1,2,0,1,1
Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,7.4,314.07251330800034,0.0625,5,2,3,6,22,5,0,86.19,0.804935338712105,2.9644200000000005,7.024686540901429,0,0,0,2,1,3,0,0,0
CCCc1nc(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)nn12,4.5,488.220574504001,0.5217391304347826,10,1,4,11,34,12,0,112.89999999999999,0.5164114874787473,2.0704199999999995,7.283349871916093,0,1,1,1,2,3,0,1,1
COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,5.0,277.2041791040006,0.6470588235294118,3,1,2,3,20,9,0,32.7,0.8976823731418611,3.0356000000000014,8.0633594774806,1,0,1,1,0,1,1,0,1
CCOc1ccccc1OCC1CNCCO1,4.1,237.136493468,0.5384615384615384,4,1,2,4,17,6,0,39.72,0.8411561496817551,1.4525,7.246608385492856,0,1,1,1,0,1,0,1,1
O=C(CCCCCCC(=O)Nc1ccccc1)NO,0.76,264.14739250000025,0.42857142857142855,5,3,1,5,19,9,0,78.43,0.3832200999836573,2.4711,7.944861177710603,0,0,0,1,0,1,0,0,0
Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1,72.0,298.1503697040006,0.3333333333333333,2,1,3,3,21,5,0,15.27,0.9259602218919862,3.8642400000000023,6.187224399654,0,1,1,2,0,2,0,1,1
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,29.0,308.1048589920004,0.15789473684210525,4,1,3,4,23,6,0,67.50999999999999,0.7476258148419598,3.609600000000003,7.83235894482682,0,0,0,2,1,3,0,0,0
O=C(NCCNCC(O)COc1ccc(O)cc1)N1CCOCC1,7.7,339.1794209000007,0.5625,8,4,2,8,24,10,0,103.29,0.48774191921086135,-0.23669999999999924,7.831361156622294,0,1,1,1,0,1,0,1,1
CN(C)CCNC(=O)c1cccc2cc3ccccc3nc12,2.08,293.1528122280005,0.2222222222222222,4,1,3,4,22,6,0,45.230000000000004,0.7522609255785978,2.679400000000001,7.69361069048637,0,0,0,2,1,3,0,0,0
COCCn1c2c([n+](Cc3cnccn3)c1C)C(=O)c1ccccc1C2=O,24.8,363.1451668880905,0.25,7,0,4,7,27,7,0,77.96000000000001,0.5002579320852899,1.344119999999999,7.570214356814444,1,0,1,1,2,3,0,0,0
CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,1.1,305.12766010000047,0.17647058823529413,6,0,3,6,23,5,0,74.28999999999999,0.745264084409057,2.6407800000000003,7.115445721050186,0,0,0,1,2,3,0,0,0
O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,11.0,271.9963239200003,0.4,9,5,1,11,16,9,0,153.10999999999999,0.4319639935251941,-1.1154000000000002,7.330026692260864,0,0,0,0,1,1,0,0,0
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,1.7,307.1684622920006,0.2631578947368421,4,0,3,4,23,7,0,37.61000000000001,0.7446971593088006,3.2488400000000013,7.767501402507213,0,0,0,1,2,3,0,0,0
CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,5.2,388.1050660840005,0.35294117647058826,9,0,4,10,27,3,0,91.75999999999999,0.7705081180627318,1.5679999999999998,7.626374720679319,0,2,2,0,2,2,0,1,1
CCCCCc1cc(O)c2c(c1)OC(C)(C)c1ccc(C)cc1-2,25.51,310.19328007200073,0.42857142857142855,2,1,3,2,23,9,0,29.46,0.7309131417504726,5.727820000000007,6.93507765489737,0,1,1,2,0,2,0,0,0
CNC(=O)Nc1c(OCCN2CCCC2)c(OC)c2occc2c1OC,5.0,363.17942090000065,0.5,8,2,3,8,26,10,0,85.2,0.7866905113320269,2.6759000000000013,4.860757275363874,0,1,1,1,1,2,0,1,1
O=C(NCCN1CCN=C1c1ccncc1)Nc1ccc(C(=O)O)cc1,4.9,353.1487894680005,0.2222222222222222,8,3,3,8,26,6,0,106.92,0.7321552392256981,1.6636999999999986,7.756173253171816,0,1,1,1,1,2,0,0,0
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(CN)S[C@H]12,0.5,244.051777864,0.5555555555555556,6,4,2,7,16,6,0,103.86,0.558812932327212,-0.8465999999999996,1.0,0,2,2,0,0,0,0,1,1
O=S(=O)(O)c1cc(O)ccc1O,2.01,189.993594292,0.0,5,3,1,6,12,4,0,94.83000000000001,0.4382517397742466,0.34449999999999986,6.495967265456798,0,0,0,1,0,1,0,0,0
O=[N+]([O-])OC[C@H](O)CO,2.5,137.032422324,1.0,6,2,0,6,9,6,0,92.83000000000001,0.36486804364135006,-1.4521,7.354683498930413,0,0,0,0,0,0,0,0,0
CN1CCc2nc(C(=O)N[C@@H]3C[C@@H](C(=O)N(C)C)CC[C@@H]3NC(=O)C(=O)Nc3ccc(Cl)cn3)sc2C1,6.7,547.1768511200008,0.5,11,3,4,13,37,8,0,136.63,0.4796796282412841,1.2896000000000014,8.192989070908332,1,1,2,0,2,2,1,0,1
CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,3.69,303.1331394040005,0.42857142857142855,8,2,3,8,22,4,0,100.35,0.8175614911237251,-0.08079999999999998,7.195995534247122,0,1,1,0,2,2,0,1,1
Cc1ccc2c(-c3ccccc3)nc(=O)n(C(C)C)c2c1,1.27,278.1419131960005,0.2222222222222222,3,0,3,3,21,5,0,34.89,0.7110319174207936,3.9528200000000027,7.581900557795002,0,0,0,2,1,3,0,0,0
Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](CO)OC4=O)cc3F)cn2)n1,10.16,370.11896656000044,0.23529411764705882,9,1,4,10,27,6,0,106.26000000000002,0.7396454416164581,1.3957,7.408480118242604,0,1,1,1,2,3,0,1,1
C[C@@H](N/C(=N\c1ccncc1)NC#N)C(C)(C)C,2.5,245.16404560799998,0.46153846153846156,5,2,1,5,18,3,0,73.1,0.36228983713773383,2.1639800000000005,7.1992474988423325,0,0,0,0,1,1,0,0,0
C=C[C@@H]1CNCC[C@@H]1CCCc1ccnc2ccc(OC)cc12,12.1,310.2045134520007,0.45,3,1,3,3,23,7,0,34.150000000000006,0.8195894390273724,3.977800000000003,8.18301675843579,0,1,1,1,1,2,0,1,1
Cc1cc(F)ccc1[C@H]1CNCCN1C(=O)N(C)[C@H](C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,10.03,491.18075992800067,0.43478260869565216,4,1,3,11,34,6,0,35.580000000000005,0.5405530710484014,5.931020000000005,7.142747703825324,0,1,1,2,0,2,0,1,1
Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,1.0,286.1542091960005,0.5,7,4,4,7,21,6,0,101.88,0.7272302824304794,1.0922999999999998,6.795570272766723,2,0,2,0,2,2,1,0,1
CC(=O)N[C@@H](CS)C(=O)O,5.5,163.030314148,0.6,4,2,0,5,10,5,0,66.4,0.49154271343709494,-0.4945,7.549799171634511,0,0,0,0,0,0,0,0,0
N[C@H](C(=O)O)[C@@H]1CC(Cl)=NO1,9.9,178.014519764,0.6,5,3,1,6,11,3,0,84.91000000000001,0.6102420701854527,-0.26049999999999995,7.370392547911448,0,1,1,0,0,0,0,0,0
CC1(C)S[C@@H]2[C@H](N=CN3CCCCCC3)C(=O)N2[C@H]1C(=O)O,1.1,325.14601259600056,0.8,6,1,3,7,22,4,0,73.21000000000001,0.48235981573967446,1.4062000000000001,8.08442444274785,0,3,3,0,0,0,0,3,3
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(N)cccc3nc2-1,7.0,363.1219060240005,0.25,7,3,5,7,27,4,0,107.44,0.3933731224003214,1.6618000000000002,7.636912315496008,0,2,2,1,2,3,0,0,0
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,1.1,365.1045417080005,0.4375,8,5,3,9,25,8,0,132.96,0.5530315284690744,0.023700000000000443,7.7029451085158955,0,2,2,1,0,1,0,2,2
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,1.4,349.1096270880005,0.4375,7,4,3,8,24,7,0,112.73,0.674878289478739,0.3181000000000002,7.739486510562062,0,2,2,1,0,1,0,2,2
C[C@@H](O[C@H]1OCCN(Cc2n[nH]c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,13.0,534.1501880720006,0.391304347826087,7,2,4,14,37,7,0,83.24000000000001,0.4376253118047192,4.952100000000003,7.21910602420977,0,1,1,2,1,3,0,1,1
CC1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCN=C(N)N)C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)O)C1,0.4,508.246789252001,0.6086956521739131,11,7,3,12,35,11,0,180.20999999999998,0.1835645354202598,0.7029000000000039,8.722555782367294,0,2,2,1,0,1,0,1,1
CNCC[C@@H](Oc1ccccc1C)c1ccccc1,5.2,255.162314292,0.29411764705882354,2,1,2,2,19,8,0,21.259999999999998,0.8489950317721322,3.7246200000000034,7.633983475137605,0,0,0,2,0,2,0,0,0
O=C1C(=O)c2ccccc2C(O)=C1C1CCC(c2ccc(Cl)cc2)CC1,63.0,366.1022721480005,0.2727272727272727,3,1,4,4,26,3,0,54.370000000000005,0.7288095712183459,5.348500000000004,7.621809506086276,2,0,2,2,0,2,1,0,1
CN1[C@@H]2CC[C@H]1CC(OC(=O)C(CO)c1ccccc1)C2,4.1,289.16779359600065,0.5882352941176471,4,1,3,4,21,6,0,49.769999999999996,0.8605899449393155,1.9308999999999996,8.70861984232967,0,2,2,1,0,1,0,2,2
Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,0.36,244.080769484,0.625,9,5,2,9,17,6,0,143.72000000000003,0.4262474653048269,-3.1679999999999997,6.48742700351559,0,1,1,0,1,1,0,1,1
CCCC1C(=O)N2C(N(C)C)=Nc3ccc(C)cc3N2C1=O,17.0,300.15862588000056,0.4375,6,0,3,6,22,6,0,56.220000000000006,0.7856488020836657,2.0642199999999997,5.952105574616567,0,2,2,1,0,1,0,1,1
CN1CCN(CCCCN2C(=O)CN(N=Cc3ccc(-c4ccc(Cl)cc4)o3)C2=O)CC1,79.0,457.1880674360007,0.43478260869565216,8,0,4,9,32,9,0,72.6,0.3455011334342721,3.2257000000000025,6.984243147129906,0,2,2,1,1,2,0,2,2
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,1.2,461.1369044560006,0.45,11,4,4,12,32,7,0,148.14999999999998,0.45444554983360785,0.0942000000000009,7.977310119884797,0,3,3,1,0,1,0,3,3
C[C@@H]1[C@H](NC(=O)/C(=N/OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,1.5,435.05185450400046,0.46153846153846156,13,5,2,15,28,12,0,201.57999999999998,0.17478822451364606,-1.1724999999999979,7.837076893668254,0,1,1,0,1,1,0,1,1
CC(C)(C)[C@H](NC(=O)[C@H](CC1CCCC1)CN(O)C=O)C(=O)N1CCN(Cc2ccc3c(c2)OCO3)CC1,9.4,530.3104350640011,0.6785714285714286,10,2,4,10,38,10,0,111.65,0.27176598588483075,2.634500000000002,8.771595413254403,1,2,3,1,0,1,1,1,2
CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,0.5,520.222781204001,0.7142857142857143,7,1,4,8,36,12,0,106.97000000000001,0.4149432383701715,4.086800000000004,8.879852075872785,4,0,4,0,0,0,3,0,3
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,5.6,392.19990224800074,0.7272727272727273,5,3,4,6,28,8,0,94.83,0.667213496992105,1.8957000000000002,8.720061291822734,4,0,4,0,0,0,3,0,3
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SC3Cn4cnc[n+]4C3)[C@H](C)[C@H]12,1.1,351.11215250809056,0.6,8,2,4,9,24,7,0,99.54,0.5572344654069215,-0.5602999999999998,7.851831767925844,0,3,3,0,1,1,0,1,1
CC(C)(C)[C@]1(O)C[C@@H]2OC(=O)C[C@@]23C(=O)O[C@@H]2OC(=O)[C@H](O)[C@]213,3.2,326.10016753600047,0.8,8,2,4,8,23,2,0,119.36,0.5584575788015059,-0.7438,8.389759128981055,1,3,4,0,0,0,1,3,4
CCN1C[C@H]2CN(C)C[C@@H](C1)C2OC(=O)c1ccc(Cl)cc1,8.6,322.14480565600064,0.5882352941176471,4,0,3,5,22,5,0,32.78,0.7999667332110504,2.3787000000000003,8.462708501508812,0,2,2,1,0,1,0,2,2
N#Cc1ccc2c(c1)CN(S(=O)(=O)c1cccs1)[C@H](Cc1ccccc1)CN2Cc1cnc[nH]1,1.6,489.1293169760007,0.2,7,1,5,9,34,6,0,93.09,0.4389076668455802,4.165280000000002,7.237586740419341,0,1,1,2,2,4,0,0,0
CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,2.8,430.23553880800085,0.76,6,2,5,6,31,9,0,93.06,0.7124527920741569,2.7168000000000014,8.908307358792971,4,1,5,0,0,0,3,1,4
CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,3.2,467.3035587920011,0.7931034482758621,5,2,8,5,34,8,0,62.16,0.686738022566705,4.413800000000004,9.479838921698288,5,2,7,1,0,1,4,1,5
Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3,4.8,327.21982916800084,0.7142857142857143,3,2,5,3,24,4,0,43.7,0.875191488403328,3.3656000000000015,8.853005841898272,3,1,4,1,0,1,2,1,3
C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,2.0,217.07726434,0.7777777777777778,4,1,1,5,14,5,0,57.61,0.6816110954453929,0.6279000000000001,6.959846087917845,0,1,1,0,0,0,0,1,1
CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,1.1,378.08855729600043,0.4117647058823529,8,3,3,9,26,7,0,124.01,0.5029511300621745,0.4864999999999999,7.444493954651567,0,2,2,1,0,1,0,2,2
NC(=O)OC[C@@H]1[C@H](NC(=O)/C(=N\OCC(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,1.6,466.0212826480004,0.3333333333333333,16,7,2,18,30,11,0,253.9,0.10642466777499184,-2.8756999999999975,7.494138029921251,0,1,1,0,1,1,0,1,1
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,1.1,363.08889164400046,0.3125,8,5,3,9,25,7,0,132.96,0.5597037383059922,0.15050000000000108,6.889690316408759,0,2,2,1,0,1,0,1,1
Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](O)c3ccccc3)[C@H]2SC1,0.75,462.0780096760004,0.3333333333333333,11,3,4,13,31,9,0,150.54,0.3718879665023989,-0.2255999999999989,6.167156383561592,0,2,2,1,1,2,0,1,1
N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3cn[nH]n3)CS[C@H]12)c1ccc(O)cc1,1.2,462.0780096760006,0.2777777777777778,11,6,4,13,31,9,0,174.53,0.27901655731638086,0.041000000000000425,7.126715694125786,0,2,2,1,1,2,0,1,1
Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1,1.7,454.03001392800047,0.42857142857142855,12,2,4,15,29,8,0,156.08999999999997,0.4051904538567724,-0.6360799999999995,7.286750453020968,0,2,2,0,2,2,0,1,1
Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)[C@H](O)c4ccccc4)[C@H]3SC2)s1,1.0,478.0439326760005,0.3157894736842105,9,3,4,12,31,9,0,132.71999999999997,0.39896703324328125,1.4108200000000002,6.157360122131251,0,2,2,1,1,2,0,1,1
C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OCC(=O)O)c3csc(N)n3)[C@H]2SC1,3.2,453.04128982000043,0.25,12,5,3,14,30,9,0,184.51,0.22618525506501608,-0.5447999999999991,7.698908630012472,0,2,2,0,1,1,0,1,1
CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,1.5,471.0453296440006,0.5333333333333333,12,2,3,15,30,11,0,163.32999999999998,0.2011276719859027,-0.7283199999999983,7.656974436273656,0,2,2,0,1,1,0,1,1
CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)C(=O)C1=O,1.8,645.1424008240009,0.4,17,4,5,19,44,12,0,220.25999999999996,0.14453824042940433,-1.1119999999999965,7.8758260349539695,0,3,3,1,1,2,0,2,2
NCc1ccccc1CC(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3CC(=O)O)CS[C@H]12,3.0,519.0994733920006,0.35,13,5,4,15,35,11,0,193.62999999999997,0.2278184722894915,-0.7101999999999984,6.370019076543505,0,2,2,1,1,2,0,1,1
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,1.2,455.0569398840005,0.375,12,4,3,14,30,10,0,173.51,0.2079442341493163,-0.6224999999999987,7.768913667042887,0,2,2,0,1,1,0,1,1
CO[C@@]1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,4.5,575.0021445040006,0.4117647058823529,15,5,4,19,36,11,0,219.92999999999995,0.06641669832653377,-1.3974999999999984,7.689400111692397,0,3,3,0,1,1,0,2,2
CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21,0.81,427.05079188400043,0.375,10,4,3,12,28,8,0,148.26000000000002,0.4097813290259421,0.09859999999999991,7.927106731366653,0,2,2,0,1,1,0,1,1
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C[n+]3cccc4c3CCC4)CS[C@H]12)c1csc(N)n1,1.7,515.1165862560907,0.36363636363636365,11,4,5,13,35,9,0,151.08999999999997,0.20604411704579592,0.29080000000000206,7.433701263226067,1,2,3,0,2,2,0,1,1
C/C=C/C1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,1.2,389.1045417080005,0.2777777777777778,8,5,3,9,27,8,0,132.96,0.5450750848987173,0.7067000000000008,7.4517727374989775,0,2,2,1,0,1,0,1,1
CC(C)(O/N=C(\C(=O)N[C@H]1C(=O)N2C(C(=O)O)=C(C[n+]3ccccc3)CS[C@@H]12)c1csc(N)n1)C(=O)O,1.8,547.1064154960907,0.3181818181818182,13,5,4,15,37,12,0,188.38999999999996,0.14432542479867325,0.03550000000000281,7.413675109143803,0,2,2,0,2,2,0,1,1
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CS[C@H]12)c1csc(N)n1,8.6,554.0460579160004,0.3333333333333333,15,5,4,18,36,12,0,215.22000000000003,0.13068027340154376,-1.198999999999999,7.85821673319347,0,2,2,0,2,2,0,1,1
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,0.57,347.09397702400054,0.3125,7,4,3,8,24,6,0,112.73,0.6816125812503079,0.4449000000000012,6.960468368364516,0,2,2,1,0,1,0,1,1
O=C(Cc1cccs1)N[C@@H]1C(=O)N2C(C(=O)O)=C(C[n+]3ccccc3)CS[C@H]12,1.5,416.07332447609053,0.2631578947368421,7,2,4,9,28,6,0,90.59,0.5420378174060003,1.0169,6.753827689416865,0,2,2,0,2,2,0,1,1
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,0.95,396.0449782320005,0.375,8,2,3,10,26,7,0,113.00999999999999,0.5344806106940523,0.5923000000000007,7.827417506082501,0,2,2,0,1,1,0,1,1
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CSc3ccncc3)[C@H]2SC1,1.2,423.0558772640005,0.35294117647058826,9,2,3,11,28,8,0,125.89999999999999,0.3656398276309724,0.4754000000000007,7.941131427722929,0,2,2,0,1,1,0,1,1
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1,0.85,349.1096270880006,0.4375,7,4,3,8,24,6,0,112.73,0.4985490439835023,0.34860000000000113,7.41054872990506,1,2,3,0,0,0,0,1,1
COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1,1.8,459.2421014080009,0.46153846153846156,6,3,2,7,33,18,0,99.88000000000001,0.442845274404938,4.8807000000000045,8.471062055967339,0,0,0,1,1,2,0,0,0
O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,4.6,322.01232684400037,0.36363636363636365,7,3,1,9,20,8,0,112.70000000000002,0.4090709280478973,0.9089999999999998,7.6585346968373775,0,0,0,1,0,1,0,0,0
CN=C1CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1,8.3,299.08253974800044,0.125,4,1,3,5,21,3,0,48.19,0.8734531270112921,1.8492000000000002,7.494969447404713,0,1,1,2,0,2,0,0,0
CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12,7.0,478.1142933760006,0.4090909090909091,10,7,4,11,33,10,0,181.61999999999998,0.32505459717515894,0.2824000000000005,8.01172324750618,3,0,3,1,0,1,1,0,1
CCC#CC[C@H](C)[C@H](O)C#C[C@@H]1[C@H]2C/C(=C/COCC(=O)O)C[C@H]2C[C@H]1O,1.1,374.20932406000077,0.6818181818181818,5,3,2,5,27,10,0,86.99000000000001,0.37700468751578115,2.2249000000000003,8.726579611073115,2,0,2,0,0,0,2,0,2
Nc1ccn(C[C@@H](CO)OCP(=O)(O)O)c(=O)n1,2.6,279.06202179800044,0.5,9,5,1,10,18,10,0,147.89999999999998,0.45197128428898714,-1.6618000000000002,7.811132313315295,0,0,0,0,1,1,0,0,0
CC1(C)C[C@@H]1C(=O)N/C(=C\CCCCSC[C@H](N)C(=O)O)C(=O)O,0.86,358.1562429320006,0.6875,7,5,1,8,24,14,0,129.72,0.3245927294750397,1.4326000000000003,8.04758675278478,1,0,1,0,0,0,1,0,1
Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,16.0,285.0628669240003,0.5,8,4,3,9,19,5,0,119.31000000000002,0.6481668237451135,-0.29740000000000044,7.6734373454411156,0,1,1,0,2,2,0,1,1
O=C(O)[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21,0.9,199.048072388,0.5,6,2,2,6,14,3,0,87.07000000000001,0.5513115228370621,-1.0956,7.58233180205517,0,2,2,0,0,0,0,2,2
CCC[C@H]1C[C@H](C(=O)N[C@@H](C2O[C@@H](SC)[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](C)Cl)N(C)C1,2.1,424.17987083600093,0.9444444444444444,7,4,2,9,27,14,0,102.26,0.4382730169795818,0.3895000000000004,8.914649051447821,0,2,2,0,0,0,0,2,2
CCOC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,1.5,317.1627082160007,0.5555555555555556,5,0,3,5,23,6,0,55.84,0.7973876253039949,2.2578000000000005,8.563723261500654,0,2,2,1,0,1,0,2,2
COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,0.76,303.1470581520006,0.5294117647058824,5,0,3,5,22,5,0,55.84,0.7979361284429697,1.8677,8.465229224594369,0,2,2,1,0,1,0,2,2
COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,4.0,299.1521435320006,0.5555555555555556,4,1,5,4,22,4,0,41.93,0.7981444096668123,1.5010999999999999,8.797394118476305,2,2,4,1,0,1,0,1,1
